district,chamber,indicator,value,topic,type,format,order,topicOrder,pad,id
State House District 16,House,Households receiving public assistance/SNAP,239,Income,table,",",7,46,016,620L500US09016
State House District 17,House,Households receiving public assistance/SNAP,253,Income,table,",",7,46,017,620L500US09017
State House District 18,House,Households receiving public assistance/SNAP,1137,Income,table,",",7,46,018,620L500US09018
State House District 19,House,Households receiving public assistance/SNAP,333,Income,table,",",7,46,019,620L500US09019
State House District 20,House,Households receiving public assistance/SNAP,999,Income,table,",",7,46,020,620L500US09020
State House District 21,House,Households receiving public assistance/SNAP,486,Income,table,",",7,46,021,620L500US09021
State House District 22,House,Households receiving public assistance/SNAP,1340,Income,table,",",7,46,022,620L500US09022
State House District 23,House,Households receiving public assistance/SNAP,292,Income,table,",",7,46,023,620L500US09023
State House District 24,House,Households receiving public assistance/SNAP,1960,Income,table,",",7,46,024,620L500US09024
State House District 25,House,Households receiving public assistance/SNAP,5051,Income,table,",",7,46,025,620L500US09025
State House District 26,House,Households receiving public assistance/SNAP,1568,Income,table,",",7,46,026,620L500US09026
State House District 27,House,Households receiving public assistance/SNAP,723,Income,table,",",7,46,027,620L500US09027
State House District 28,House,Households receiving public assistance/SNAP,785,Income,table,",",7,46,028,620L500US09028
State House District 29,House,Households receiving public assistance/SNAP,815,Income,table,",",7,46,029,620L500US09029
State House District 30,House,Households receiving public assistance/SNAP,550,Income,table,",",7,46,030,620L500US09030
State House District 31,House,Households receiving public assistance/SNAP,281,Income,table,",",7,46,031,620L500US09031
State House District 32,House,Households receiving public assistance/SNAP,549,Income,table,",",7,46,032,620L500US09032
State House District 33,House,Households receiving public assistance/SNAP,1117,Income,table,",",7,46,033,620L500US09033
State House District 34,House,Households receiving public assistance/SNAP,682,Income,table,",",7,46,034,620L500US09034
State House District 35,House,Households receiving public assistance/SNAP,730,Income,table,",",7,46,035,620L500US09035
State House District 36,House,Households receiving public assistance/SNAP,441,Income,table,",",7,46,036,620L500US09036
State House District 37,House,Households receiving public assistance/SNAP,502,Income,table,",",7,46,037,620L500US09037
State House District 38,House,Households receiving public assistance/SNAP,867,Income,table,",",7,46,038,620L500US09038
State House District 39,House,Households receiving public assistance/SNAP,3465,Income,table,",",7,46,039,620L500US09039
State House District 40,House,Households receiving public assistance/SNAP,608,Income,table,",",7,46,040,620L500US09040
State House District 41,House,Households receiving public assistance/SNAP,1537,Income,table,",",7,46,041,620L500US09041
State House District 42,House,Households receiving public assistance/SNAP,728,Income,table,",",7,46,042,620L500US09042
State House District 43,House,Households receiving public assistance/SNAP,708,Income,table,",",7,46,043,620L500US09043
State House District 44,House,Households receiving public assistance/SNAP,1563,Income,table,",",7,46,044,620L500US09044
State House District 45,House,Households receiving public assistance/SNAP,1316,Income,table,",",7,46,045,620L500US09045
State House District 46,House,Households receiving public assistance/SNAP,2450,Income,table,",",7,46,046,620L500US09046
State House District 47,House,Households receiving public assistance/SNAP,973,Income,table,",",7,46,047,620L500US09047
State House District 48,House,Households receiving public assistance/SNAP,539,Income,table,",",7,46,048,620L500US09048
State House District 49,House,Households receiving public assistance/SNAP,2644,Income,table,",",7,46,049,620L500US09049
State House District 50,House,Households receiving public assistance/SNAP,866,Income,table,",",7,46,050,620L500US09050
State House District 51,House,Households receiving public assistance/SNAP,1157,Income,table,",",7,46,051,620L500US09051
State House District 52,House,Households receiving public assistance/SNAP,868,Income,table,",",7,46,052,620L500US09052
State House District 53,House,Households receiving public assistance/SNAP,468,Income,table,",",7,46,053,620L500US09053
State House District 54,House,Households receiving public assistance/SNAP,328,Income,table,",",7,46,054,620L500US09054
State House District 55,House,Households receiving public assistance/SNAP,355,Income,table,",",7,46,055,620L500US09055
State House District 56,House,Households receiving public assistance/SNAP,1652,Income,table,",",7,46,056,620L500US09056
State House District 57,House,Households receiving public assistance/SNAP,810,Income,table,",",7,46,057,620L500US09057
State House District 58,House,Households receiving public assistance/SNAP,1213,Income,table,",",7,46,058,620L500US09058
State House District 59,House,Households receiving public assistance/SNAP,418,Income,table,",",7,46,059,620L500US09059
State House District 60,House,Households receiving public assistance/SNAP,627,Income,table,",",7,46,060,620L500US09060
State House District 61,House,Households receiving public assistance/SNAP,384,Income,table,",",7,46,061,620L500US09061
State House District 62,House,Households receiving public assistance/SNAP,387,Income,table,",",7,46,062,620L500US09062
State House District 63,House,Households receiving public assistance/SNAP,910,Income,table,",",7,46,063,620L500US09063
State House District 64,House,Households receiving public assistance/SNAP,506,Income,table,",",7,46,064,620L500US09064
State House District 65,House,Households receiving public assistance/SNAP,2090,Income,table,",",7,46,065,620L500US09065
State House District 66,House,Households receiving public assistance/SNAP,505,Income,table,",",7,46,066,620L500US09066
State House District 67,House,Households receiving public assistance/SNAP,604,Income,table,",",7,46,067,620L500US09067
State House District 68,House,Households receiving public assistance/SNAP,1018,Income,table,",",7,46,068,620L500US09068
State House District 69,House,Households receiving public assistance/SNAP,370,Income,table,",",7,46,069,620L500US09069
State House District 70,House,Households receiving public assistance/SNAP,891,Income,table,",",7,46,070,620L500US09070
State House District 71,House,Households receiving public assistance/SNAP,1264,Income,table,",",7,46,071,620L500US09071
State House District 72,House,Households receiving public assistance/SNAP,3071,Income,table,",",7,46,072,620L500US09072
State House District 73,House,Households receiving public assistance/SNAP,1753,Income,table,",",7,46,073,620L500US09073
State House District 74,House,Households receiving public assistance/SNAP,2593,Income,table,",",7,46,074,620L500US09074
State House District 75,House,Households receiving public assistance/SNAP,4244,Income,table,",",7,46,075,620L500US09075
State House District 76,House,Households receiving public assistance/SNAP,415,Income,table,",",7,46,076,620L500US09076
State House District 77,House,Households receiving public assistance/SNAP,1329,Income,table,",",7,46,077,620L500US09077
State House District 78,House,Households receiving public assistance/SNAP,991,Income,table,",",7,46,078,620L500US09078
State House District 79,House,Households receiving public assistance/SNAP,2061,Income,table,",",7,46,079,620L500US09079
State House District 80,House,Households receiving public assistance/SNAP,539,Income,table,",",7,46,080,620L500US09080
State House District 81,House,Households receiving public assistance/SNAP,821,Income,table,",",7,46,081,620L500US09081
State House District 82,House,Households receiving public assistance/SNAP,1411,Income,table,",",7,46,082,620L500US09082
State House District 83,House,Households receiving public assistance/SNAP,1310,Income,table,",",7,46,083,620L500US09083
State House District 84,House,Households receiving public assistance/SNAP,3996,Income,table,",",7,46,084,620L500US09084
State House District 85,House,Households receiving public assistance/SNAP,1276,Income,table,",",7,46,085,620L500US09085
State House District 86,House,Households receiving public assistance/SNAP,349,Income,table,",",7,46,086,620L500US09086
State House District 87,House,Households receiving public assistance/SNAP,467,Income,table,",",7,46,087,620L500US09087
State House District 88,House,Households receiving public assistance/SNAP,399,Income,table,",",7,46,088,620L500US09088
State House District 89,House,Households receiving public assistance/SNAP,412,Income,table,",",7,46,089,620L500US09089
State House District 90,House,Households receiving public assistance/SNAP,535,Income,table,",",7,46,090,620L500US09090
State House District 91,House,Households receiving public assistance/SNAP,1009,Income,table,",",7,46,091,620L500US09091
State House District 92,House,Households receiving public assistance/SNAP,2900,Income,table,",",7,46,092,620L500US09092
State House District 93,House,Households receiving public assistance/SNAP,2536,Income,table,",",7,46,093,620L500US09093
State House District 94,House,Households receiving public assistance/SNAP,1812,Income,table,",",7,46,094,620L500US09094
State House District 95,House,Households receiving public assistance/SNAP,3940,Income,table,",",7,46,095,620L500US09095
State House District 96,House,Households receiving public assistance/SNAP,1244,Income,table,",",7,46,096,620L500US09096
State House District 97,House,Households receiving public assistance/SNAP,2230,Income,table,",",7,46,097,620L500US09097
State House District 98,House,Households receiving public assistance/SNAP,508,Income,table,",",7,46,098,620L500US09098
State House District 99,House,Households receiving public assistance/SNAP,1075,Income,table,",",7,46,099,620L500US09099
State House District 100,House,Households receiving public assistance/SNAP,1521,Income,table,",",7,46,100,620L500US09100
State House District 101,House,Households receiving public assistance/SNAP,258,Income,table,",",7,46,101,620L500US09101
State House District 102,House,Households receiving public assistance/SNAP,701,Income,table,",",7,46,102,620L500US09102
State House District 103,House,Households receiving public assistance/SNAP,249,Income,table,",",7,46,103,620L500US09103
State House District 104,House,Households receiving public assistance/SNAP,2084,Income,table,",",7,46,104,620L500US09104
State House District 105,House,Households receiving public assistance/SNAP,766,Income,table,",",7,46,105,620L500US09105
State House District 106,House,Households receiving public assistance/SNAP,286,Income,table,",",7,46,106,620L500US09106
State House District 107,House,Households receiving public assistance/SNAP,611,Income,table,",",7,46,107,620L500US09107
State House District 108,House,Households receiving public assistance/SNAP,388,Income,table,",",7,46,108,620L500US09108
State House District 109,House,Households receiving public assistance/SNAP,780,Income,table,",",7,46,109,620L500US09109
State House District 110,House,Households receiving public assistance/SNAP,1943,Income,table,",",7,46,110,620L500US09110
State House District 111,House,Households receiving public assistance/SNAP,310,Income,table,",",7,46,111,620L500US09111
State House District 112,House,Households receiving public assistance/SNAP,405,Income,table,",",7,46,112,620L500US09112
State House District 113,House,Households receiving public assistance/SNAP,795,Income,table,",",7,46,113,620L500US09113
State House District 114,House,Households receiving public assistance/SNAP,389,Income,table,",",7,46,114,620L500US09114
State House District 115,House,Households receiving public assistance/SNAP,1839,Income,table,",",7,46,115,620L500US09115
State House District 116,House,Households receiving public assistance/SNAP,1700,Income,table,",",7,46,116,620L500US09116
State House District 117,House,Households receiving public assistance/SNAP,560,Income,table,",",7,46,117,620L500US09117
State House District 118,House,Households receiving public assistance/SNAP,852,Income,table,",",7,46,118,620L500US09118
State House District 119,House,Households receiving public assistance/SNAP,348,Income,table,",",7,46,119,620L500US09119
